km
33.158
16.293
75.443
73.423
9.0962
18.701
92.312
84.795
164.08
38.666
69.256
49.988
82.3
76.699
34.361
49.211
69.264
56.081
45.63
84.268
91.364
31.733
204.82
63.595
58.791
11.386
52.999
12.252
74.504
45.766
13.292
62.827
9.6993
34.977
14.701
43.051
100.69
77.825
23.44
4.8514
214.09
122.95
153.57
149.4
71.343
68.716
59.957
60.477
84.103
30.277
32.852
215.43
72.782
76.456
47.638
25.288
44.574
51.824
236
23.46
136.56
55.54
43.369
184.52
83.165
97.218
37.277
62.034
81.149
70.012
176.11
75.23
59.025
67.966
47.392
142.53
75.418
97.156
34.692
6.1363
94.122
68.13
138.76
83.814
156.34
15.309
82.915
94.015
44.306
74.218
190.94
268.67
104.1
66.183
151.76
36.494
145.44
82.053
26.639
71.922
91.382
33.927
101.07
61.476
29.886
46.909
63.514
245.84
60.668
45.076
32.554
78.466
49.798
44.19
33.31
43.496
76.719
71.136
10.912
141.15
6.4137
86.883
56.207
146.89
58.107
103.17
63.378
23.327
49.344
68.601
46.728
269.03
216
30.529
69.66
35.006
62.778
23.443
58.02
97.539
63.051
30.702
60.66
93.053
182.76
153.27
43.576
140.49
93.318
77.927
27.566
72.789
55.765
37.764
18.025
1.1225
62.207
85.505
238.66
46.808
64.691
104.01
62.553
53.341
97.661
65.885
195.27
48.565
26.188
66.986
32.833
80.012
14.015
196.97
76.115
25.699
57.099
28.8
12.115
29.853
98.61
26.667
9.0991
62.066
47.771
73.75
47.198
65.28
11.488
78.296
75.407
31.536
77.947
144.69
48.682
73.697
41.23
146.99
18.366
164.1
150.06
154.5
58.722
229.8
58.084
41.58
94.669
57.655
253.19
169.95
94.647
67.087
47.652
29.811
115.81
78.811
41.318
6.4137
60.983
95.079
76.184
88.435
223.33
74.971
44.302
52.794
31.685
83.917
36.442
80.779
103.39
51.914
23.434
65.542
175.17
34.015
71.18
88.966
199.94
58.38
6.6752
12.491
102.56
22.629
40.183
147.87
66.435
53.077
217.27
57.981
78.037
130.32
150.9
72.265
76.967
39.198
64.84
48.477
73.112
70.43
54.087
56.144
39.16
65.118
58.692
29.648
43.837
70.729
41.953
29.728
43.216
62.487
53.459
91.113
47.528
58.974
8.3141
74.669
41.39
23.51
51.143
23.41
31.055
47.416
28.624
140.69
72.034
99.587
55.411
18.778
32.63
70.632
65.795
56.392
44.803
98.175
107.88
29.406
219.86
10.265
52.034
45.696
202.52
197.68
59.077
36.923
36.538
161.09
35.184
112.16
29.963
71.358
35.188
53.132
9.3402
28.125
161.03
89.609
94.971
46.557
67.164
29.219
15.805
66.526
66.462
49.704
57.76
84.074
95.417
31.105
107.03
60.738
210.69
91.374
28.826
52.03
57.799
85.321
265.75
8.7638
65.1
40.056
42.182
78.788
97.413
76.949
44.482
78.707
98.045
75.544
30.281
41.761
61.066
6.1683
98.183
26.174
42.838
1.9763
81.316
55.862
13.9
26.185
12.023
98.612
82.718
79.534
76.363
49.118
4.5101
35.991
4.0053
78.469
19.083
233
59.502
30.649
1.5413
27.976
260.39
28.133
40.119
58.45
65.374
83.352
21.541
75.192
17.583
86.915
60.084
45.764
88.578
78.591
49.071
151.83
105.37
67.842
76.301
61.343
69.87
89.025
65.601
80.571
79.829
31.701
229.41
157.34
78.549
28.874
13.424
31.115
6.9696
159.11
84.04
45.024
0.13338
74.386
182.34
58.476
32.18
78.494
40.923
91.476
142.45
150.59
150.67
73.863
57.081
26.319
87.467
29.657
148.29
136.69
201.86
30.459
77.749
84.781
158.77
90.266
165
29.61
87.955
55.166
117.19
49.207
206.29
165.86
98.196
253.47
15.993
29.579
70.152
58.265
66.4
74.55
73.224
92.734
32
29.366
106.43
48.195
83.534
158.06
80.955
17.79
202.58
205.29
77.506
81.207
11.634
77.523
9.2137
104.15
42.616
17.559
72.11
2.878
57.195
51.301
41.066
68.545
58.322
77.58
97.252
33.335
103.45
52.126
60.134
77.144
83.606
48.76
33.512
31.899
247.51
69.881
91.719
37.88
96.445
50.296
68.64
54.707
45.366
66.399
187.79
0.82762
72.531
60.811
65.067
55.88
41.795
133.81
92.637
76.6
190.36
74.432
54.589
99.068
0.80929
11.843
78.474
54.953
52.688
28.172
44.385
116.48
76.276
54.896
62.916
251.46
151.91
16.663
59.532
58.981
36.585
144.25
81.836
30.578
59.349
11.761
68.375
92.098
131.99
90.964
73.601
28.038
192.32
199.88
13.199
43.479
28.627
27.492
107.81
37.312
44.953
70.765
10.254
262.25
52.463
107.23
65.889
89.403
70.613
96.584
144.38
151.92
44.828
41.467
89.27
135.52
190.97
90.196
48.918
69.132
156.44
157.37
235.09
68.132
34.42
73.786
69.113
7.2832
22.082
38.867
40.172
44.095
53.349
223.68
30.448
105.75
46.144
52.23
32.255
26.384
87.411
44.857
53.842
76.08
26.348
37.651
3.0218
11.981
210.45
73.496
3.2456
26.984
56.717
99.17
1.0623
97.229
23.068
39.996
230.92
53.764
40.418
61.561
61.373
93.258
38.504
139.02
89.946
35.249
33.458
156.72
73.977
53.67
71.635
22.38
260.08
61.028
16.01
48.246
0.15548
237.71
49.735
53.861
136.07
80.112
21.124
21.812
10.634
158.68
41.015
105.56
92.624
236.21
80.555
14.342
32.286
10.987
67.641
77.701
76.732
62.243
67.441
54.734
81.042
